,Unnamed: 0,event_date,event_type,country,admin1,actor1,actor2,assoc_actor_1,assoc_actor_2
1872,389185,06 April 2019,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Katiba Macina,
1878,389734,05 April 2019,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Katiba Serma,
1883,389966,05 April 2019,Battles,Mali,Gao,MSA: Movement for Azawad Salvation,HCUA: High Council for the Unity of Azawad,,
1888,390816,03 April 2019,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Military Forces of Mali (2013-2020),,
1889,390820,03 April 2019,Explosions/Remote violence,Mali,Mopti,Fulani Ethnic Militia (Mali),Military Forces of Mali (2013-2020),,
1890,390825,03 April 2019,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Military Forces of Mali (2013-2020),,
1894,391040,03 April 2019,Explosions/Remote violence,Mali,Kidal,JNIM: Group for Support of Islam and Muslims,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),Ansar Dine,
1896,391782,02 April 2019,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of France (2017-),,
1899,391912,01 April 2019,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Katiba Macina,
1901,392025,01 April 2019,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Katiba Macina,
1902,392041,01 April 2019,Battles,Mali,Segou,JNIM: Group for Support of Islam and Muslims,Tassilima Communal Militia (Mali),Katiba Serma,Dozo Militia
1903,392058,01 April 2019,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),Katiba Macina,
1905,393076,30 March 2019,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Dozo Militia,Katiba Macina,Bambara Ethnic Group (Mali)
1907,393379,29 March 2019,Explosions/Remote violence,Mali,Mopti,Military Forces of France (2017-),JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),Ansaroul Islam
1911,394140,28 March 2019,Battles,Mali,Gao,GATIA: Imghad Tuareg and Allies Self-Defense Group,CMFPR1: Coordination of Patriotic Movements and Forces for Resistance (Plateforme),,
1912,394149,28 March 2019,Battles,Mali,Mopti,Dogon Ethnic Militia (Mali),Fulani Ethnic Militia (Mali),,
1914,395684,25 March 2019,Explosions/Remote violence,Mali,Segou,Military Forces of Mali (2013-2020),JNIM: Group for Support of Islam and Muslims,,Katiba Serma
1916,396625,24 March 2019,Battles,Mali,Tombouctou,JNIM: Group for Support of Islam and Muslims,Police Forces of Mali (2013-2020) Gendarmerie,,
1924,397583,22 March 2019,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Katiba Macina,Dogon Ethnic Group (Mali)
1929,398983,19 March 2019,Battles,Mali,Gao,JNIM: Group for Support of Islam and Muslims,MSA: Movement for Azawad Salvation,,
1930,400163,17 March 2019,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),Katiba Macina,
1933,401054,16 March 2019,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),Katiba Macina,
1936,401834,14 March 2019,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),Pastoralists (Mali),
1937,401849,14 March 2019,Battles,Mali,Mopti,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
1941,403002,12 March 2019,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),Katiba Serma,
1942,403003,12 March 2019,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Police Forces of Mali (2013-2020) Gendarmerie,Katiba Macina,
1944,403558,11 March 2019,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),Katiba Macina,
1947,404345,10 March 2019,Battles,Mali,Gao,Islamic State (Greater Sahara),Military Forces of France (2017-),,
1964,406832,06 March 2019,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Dogon Ethnic Militia (Mali),Pastoralists (Mali),
1967,407600,05 March 2019,Battles,Mali,Segou,Military Forces of Mali (2013-2020),Dozo Militia,,
1972,409001,02 March 2019,Explosions/Remote violence,Mali,Gao,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),Al Mourabitoune Battalion,
1974,409258,02 March 2019,Battles,Mali,Mopti,Dogon Ethnic Militia (Mali),Fulani Ethnic Militia (Mali),,
1975,409450,01 March 2019,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,G5S: G5 Sahel Force (2017-),Katiba Macina,Military Forces of Mali (2013-2020)
1980,411280,26 February 2019,Battles,Mali,Tombouctou,Islamic State (Greater Sahara),GATIA: Imghad Tuareg and Allies Self-Defense Group,,
1981,411536,26 February 2019,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Katiba Macina,Dogon Ethnic Group (Mali)
1983,411822,25 February 2019,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Katiba Macina,
1985,412295,25 February 2019,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),Katiba Serma,
1986,412424,24 February 2019,Battles,Mali,Koulikoro,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),,EUTM Mali: European Union Training Mission Mali
1989,412881,23 February 2019,Explosions/Remote violence,Mali,Mopti,Military Forces of France (2017-),JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),Katiba Macina
1992,413753,22 February 2019,Battles,Mali,Gao,MSA: Movement for Azawad Salvation,Unidentified Communal Militia (Mali),GATIA: Imghad Tuareg and Allies Self-Defense Group,
1994,414030,22 February 2019,Battles,Mali,Segou,JNIM: Group for Support of Islam and Muslims,Police Forces of Mali (2013-2020) Gendarmerie,,
1996,414535,21 February 2019,Battles,Mali,Tombouctou,Military Forces of France (2017-),JNIM: Group for Support of Islam and Muslims,,AQIM: Al Qaeda in the Islamic Maghreb
1998,414773,20 February 2019,Explosions/Remote violence,Mali,Gao,Unidentified Armed Group (Mali),Civilians (Mali),,
2008,417012,16 February 2019,Battles,Mali,Gao,Military Forces of Mali (2013-2020),MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
2010,417954,15 February 2019,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),,
2013,418305,15 February 2019,Explosions/Remote violence,Mali,Gao,JNIM: Group for Support of Islam and Muslims,MSA: Movement for Azawad Salvation,,
2015,418954,14 February 2019,Battles,Mali,Gao,Islamic State (Greater Sahara),MSA: Movement for Azawad Salvation,,GATIA: Imghad Tuareg and Allies Self-Defense Group
2016,418965,13 February 2019,Explosions/Remote violence,Mali,Mopti,Military Forces of France (2017-),JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),Katiba Macina
2018,419530,13 February 2019,Battles,Mali,Gao,JNIM: Group for Support of Islam and Muslims,GATIA: Imghad Tuareg and Allies Self-Defense Group,,MSA: Movement for Azawad Salvation
2019,419546,12 February 2019,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),Katiba Macina,
2020,419551,12 February 2019,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),Katiba Macina,
2022,420242,12 February 2019,Battles,Mali,Mopti,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
2029,421462,09 February 2019,Battles,Mali,Tombouctou,JNIM: Group for Support of Islam and Muslims,Military Forces of France (2017-),AQIM: Al Qaeda in the Islamic Maghreb,
2030,421579,09 February 2019,Battles,Mali,Segou,JNIM: Group for Support of Islam and Muslims,Dozo Militia,Katiba Macina,
2035,423086,06 February 2019,Battles,Mali,Gao,GATIA: Imghad Tuareg and Allies Self-Defense Group,CMFPR1: Coordination of Patriotic Movements and Forces for Resistance (Plateforme),,
2037,423835,05 February 2019,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Katiba Serma,
2041,425273,03 February 2019,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Katiba Macina,
2043,426016,01 February 2019,Battles,Mali,Gao,Islamic State (Greater Sahara),GATIA: Imghad Tuareg and Allies Self-Defense Group,,
2051,428135,29 January 2019,Battles,Mali,Gao,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),Al Mourabitoune Battalion,
2052,428732,28 January 2019,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),Katiba Macina,
2057,429860,25 January 2019,Battles,Mali,Mopti,Unidentified Armed Group (Mali),Police Forces of Mali (2013-2020),,Douentza Communal Militia (Mali)
2058,429936,25 January 2019,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
2060,430654,24 January 2019,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,
2068,431803,22 January 2019,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),Katiba Macina,
2070,432748,21 January 2019,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),Katiba Macina,Dozo Militia
2071,433236,20 January 2019,Battles,Mali,Kidal,JNIM: Group for Support of Islam and Muslims,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),Ansar Dine,
2078,434831,17 January 2019,Explosions/Remote violence,Mali,Segou,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),Katiba Macina,
2079,435412,15 January 2019,Battles,Mali,Gao,Islamic State (Greater Sahara),MSA: Movement for Azawad Salvation,,Dawsahak Ethnic Group (Mali)
2080,435415,15 January 2019,Battles,Mali,Gao,Islamic State (Greater Sahara),MSA: Movement for Azawad Salvation,,Dawsahak Ethnic Group (Mali)
2084,435992,15 January 2019,Battles,Mali,Gao,Islamic State (Greater Sahara),Amalaoulaou Communal Militia (Mali),,Tuareg Ethnic Group (Mali); GATIA: Imghad Tuareg and Allies Self-Defense Group
2085,436458,14 January 2019,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),Katiba Macina,
2087,437057,13 January 2019,Battles,Mali,Mopti,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
2090,437503,12 January 2019,Battles,Mali,Kayes,Sadiola Communal Militia (Mali),Police Forces of Mali (2013-2020),,
2092,438012,11 January 2019,Explosions/Remote violence,Mali,Gao,JNIM: Group for Support of Islam and Muslims and/or Islamic State (Greater Sahara),Military Forces of Mali (2013-2020),,
2094,438601,10 January 2019,Battles,Mali,Mopti,Military Forces of France (2017-),JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),Katiba Macina
2095,438814,09 January 2019,Battles,Mali,Mopti,Fulani Ethnic Militia (Mali),Lorigan Communal Militia (Mali),Pastoralists (Mali),Dogon Ethnic Group (Mali)
2097,439892,08 January 2019,Battles,Mali,Mopti,Military Forces of France (2017-),JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),Katiba Serma
2099,440925,05 January 2019,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),,
2100,440990,05 January 2019,Explosions/Remote violence,Mali,Mopti,Military Forces of France (2017-),JNIM: Group for Support of Islam and Muslims,,Katiba Serma
2104,441807,04 January 2019,Battles,Mali,Mopti,Military Forces of France (2017-),JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),Katiba Serma
2105,442833,02 January 2019,Battles,Mali,Mopti,Military Forces of Mali (2013-2020),Dogon Ethnic Militia (Mali),,
2108,443168,01 January 2019,Battles,Mali,Mopti,Military Forces of Mali (2013-2020),Military Forces of Mali (2013-2020),,
2110,444236,30 December 2018,Battles,Mali,Koulikoro,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),Katiba Macina,
2111,444636,29 December 2018,Battles,Mali,Gao,Islamic State (Greater Sahara),GATIA: Imghad Tuareg and Allies Self-Defense Group,,
2117,445746,27 December 2018,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),Katiba Macina; Katiba Serma,
2122,447050,24 December 2018,Battles,Mali,Gao,Ganda Izo,Police Forces of Mali (2013-2020) Gendarmerie,,
2123,447234,24 December 2018,Explosions/Remote violence,Mali,Segou,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),Katiba Macina,
2125,447662,23 December 2018,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),Katiba Macina,
2127,447742,22 December 2018,Battles,Mali,Kidal,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020) Operational Coordination Mechanism,,
2129,448112,22 December 2018,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Dan Na Ambassagou,Katiba Macina,
2130,448126,22 December 2018,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),,
2131,448258,21 December 2018,Explosions/Remote violence,Mali,Gao,JNIM: Group for Support of Islam and Muslims,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),Islamic State (Greater Sahara),
2133,449632,19 December 2018,Battles,Mali,Tombouctou,Military Forces of France (2017-),Islamic State (Greater Sahara),,
2134,449665,19 December 2018,Battles,Mali,Gao,Military Forces of France (2017-),Islamic State (Greater Sahara),,
2135,449900,19 December 2018,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Katiba Serma,
2138,450444,18 December 2018,Battles,Mali,Gao,Islamic State (Greater Sahara),Boutak Communal Militia (Mali),Katiba Salaheddine,
2140,450665,17 December 2018,Explosions/Remote violence,Mali,Kidal,JNIM: Group for Support of Islam and Muslims,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),Al Mourabitoune Battalion,
2141,450723,17 December 2018,Explosions/Remote violence,Mali,Gao,JNIM: Group for Support of Islam and Muslims,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),Al Mourabitoune Battalion,
2144,451823,15 December 2018,Explosions/Remote violence,Mali,Gao,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Islamic State (Greater Sahara),
2149,452977,13 December 2018,Explosions/Remote violence,Mali,Tombouctou,Unidentified Armed Group (Mali),Civilians (Mali),,Tuareg Ethnic Group (Mali); Pastoralists (Mali)
2150,453001,13 December 2018,Explosions/Remote violence,Mali,Gao,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Katiba Al Mansour,
2160,453704,12 December 2018,Explosions/Remote violence,Mali,Kidal,JNIM: Group for Support of Islam and Muslims,Civilians (Mali),Ansar Dine,
2174,457090,06 December 2018,Explosions/Remote violence,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),Katiba Serma,
2177,457151,05 December 2018,Battles,Mali,Tombouctou,GATIA: Imghad Tuareg and Allies Self-Defense Group,GATIA: Imghad Tuareg and Allies Self-Defense Group,,
2179,457175,05 December 2018,Battles,Mali,Mopti,Dan Na Ambassagou,Fulani Ethnic Militia (Mali),,
2181,457448,05 December 2018,Battles,Mali,Mopti,Military Forces of Mali (2013-2020),Fulani Ethnic Militia (Mali),Dan Na Ambassagou,Ganda Izo
2182,457524,05 December 2018,Explosions/Remote violence,Mali,Gao,Islamic State (Greater Sahara),GATIA: Imghad Tuareg and Allies Self-Defense Group,Katiba Al Mansour,
2189,458999,02 December 2018,Battles,Mali,Segou,JNIM: Group for Support of Islam and Muslims,Police Forces of Mali (2013-2020) Gendarmerie,Katiba Macina,
2192,459509,01 December 2018,Battles,Mali,Segou,Dozo Militia,Dozo Militia,,Ouolon Communal Militia (Mali)
2194,459915,30 November 2018,Explosions/Remote violence,Mali,Kidal,JNIM: Group for Support of Islam and Muslims,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),Ansar Dine,
2196,460266,30 November 2018,Battles,Mali,Kayes,JNIM: Group for Support of Islam and Muslims,Police Forces of Mali (2013-2020),Katiba Macina,
2197,460268,30 November 2018,Battles,Mali,Mopti,JNIM: Group for Support of Islam and Muslims,Military Forces of Mali (2013-2020),Katiba Macina,
2199,461208,28 November 2018,Battles,Mali,Tombouctou,JNIM: Group for Support of Islam and Muslims,Arab Ethnic Militia (Mali),AQIM: Al Qaeda in the Islamic Maghreb,
2200,461258,28 November 2018,Battles,Mali,Segou,Unidentified Armed Group (Mali),Military Forces of Mali (2013-2020),,
